         1;       0.050000;       0.075000
         1;       0.050953;       0.075000
         1;       0.051906;       0.074964
         1;       0.052857;       0.074891
         1;       0.053806;       0.074782
         1;       0.054750;       0.074637
         1;       0.055689;       0.074456
         1;       0.056621;       0.074239
         1;       0.057545;       0.073987
         1;       0.058459;       0.073699
         1;       0.059363;       0.073377
         1;       0.060254;       0.073020
         1;       0.061131;       0.072629
         1;       0.061993;       0.072205
         1;       0.062840;       0.071748
         1;       0.063668;       0.071259
         1;       0.064479;       0.070738
         1;       0.065269;       0.070186
         1;       0.066038;       0.069604
         1;       0.066786;       0.068993
         1;       0.067509;       0.068353
         1;       0.068209;       0.067686
         1;       0.068883;       0.066992
         1;       0.069531;       0.066272
         1;       0.070151;       0.065528
         1;       0.070742;       0.064760
         1;       0.071305;       0.063969
         1;       0.071837;       0.063157
         1;       0.072339;       0.062325
         1;       0.072809;       0.061473
         1;       0.073246;       0.060604
         1;       0.073650;       0.059718
         1;       0.074020;       0.058817
         1;       0.074356;       0.057901
         1;       0.074658;       0.056973
         1;       0.074923;       0.056033
         1;       0.075153;       0.055083
         1;       0.075347;       0.054125
         1;       0.075504;       0.053159
         1;       0.075625;       0.052187
         1;       0.075708;       0.051210
         1;       0.075754;       0.050230
         1;       0.075763;       0.049249
         1;       0.075734;       0.048267
         1;       0.075668;       0.047286
         1;       0.075565;       0.046308
         1;       0.075424;       0.045333
         1;       0.075246;       0.044364
         1;       0.075031;       0.043402
         1;       0.074780;       0.042448
         1;       0.074492;       0.041504
         1;       0.074168;       0.040570
         1;       0.073809;       0.039649
         1;       0.073414;       0.038742
         1;       0.072985;       0.037849
         1;       0.072522;       0.036973
         1;       0.072026;       0.036115
         1;       0.071497;       0.035276
         1;       0.070935;       0.034456
         1;       0.070343;       0.033658
         1;       0.069720;       0.032883
         1;       0.069068;       0.032131
         1;       0.068387;       0.031405
         1;       0.067678;       0.030704
         1;       0.066943;       0.030030
         1;       0.066181;       0.029385
         1;       0.065396;       0.028768
         1;       0.064587;       0.028181
         1;       0.063755;       0.027625
         1;       0.062902;       0.027101
         1;       0.062029;       0.026609
         1;       0.061138;       0.026151
         1;       0.060229;       0.025726
         1;       0.059304;       0.025336
         1;       0.058364;       0.024982
         1;       0.057410;       0.024663
         1;       0.056445;       0.024380
         1;       0.055468;       0.024135
         1;       0.054483;       0.023926
         1;       0.053489;       0.023756
         1;       0.052489;       0.023623
         1;       0.051483;       0.023528
         1;       0.050474;       0.023471
         1;       0.049463;       0.023453
         1;       0.048451;       0.023474
         1;       0.047441;       0.023533
         1;       0.046432;       0.023630
         1;       0.045427;       0.023766
         1;       0.044427;       0.023941
         1;       0.043434;       0.024153
         1;       0.042449;       0.024403
         1;       0.041473;       0.024691
         1;       0.040508;       0.025016
         1;       0.039556;       0.025378
         1;       0.038618;       0.025776
         1;       0.037695;       0.026210
         1;       0.036788;       0.026679
         1;       0.035899;       0.027182
         1;       0.035029;       0.027720
         1;       0.034180;       0.028290
         1;       0.033353;       0.028893
         1;       0.032548;       0.029527
         1;       0.031768;       0.030193
         1;       0.031013;       0.030887
         1;       0.030285;       0.031611
         1;       0.029584;       0.032362
         1;       0.028912;       0.033141
         1;       0.028269;       0.033944
         1;       0.027657;       0.034773
         1;       0.027077;       0.035624
         1;       0.026529;       0.036498
         1;       0.026014;       0.037392
         1;       0.025534;       0.038306
         1;       0.025088;       0.039239
         1;       0.024678;       0.040188
         1;       0.024304;       0.041153
         1;       0.023967;       0.042133
         1;       0.023667;       0.043125
         1;       0.023405;       0.044129
         1;       0.023181;       0.045142
         1;       0.022996;       0.046164
         1;       0.022850;       0.047193
         1;       0.022743;       0.048228
         1;       0.022675;       0.049267
         1;       0.022648;       0.050308
         1;       0.022659;       0.051351
         1;       0.022711;       0.052393
         1;       0.022802;       0.053433
         1;       0.022933;       0.054470
         1;       0.023103;       0.055501
         1;       0.023313;       0.056526
         1;       0.023562;       0.057543
         1;       0.023849;       0.058551
         1;       0.024175;       0.059548
         1;       0.024539;       0.060532
         1;       0.024940;       0.061502
         1;       0.025379;       0.062457
         1;       0.025853;       0.063396
         1;       0.026364;       0.064316
         1;       0.026910;       0.065217
         1;       0.027490;       0.066097
         1;       0.028103;       0.066955
         1;       0.028749;       0.067789
         1;       0.029427;       0.068599
         1;       0.030136;       0.069383
         1;       0.030875;       0.070141
         1;       0.031642;       0.070869
         1;       0.032438;       0.071569
         1;       0.033260;       0.072238
         1;       0.034107;       0.072876
         1;       0.034979;       0.073482
         1;       0.035874;       0.074055
         1;       0.036791;       0.074593
         1;       0.037728;       0.075096
         1;       0.038685;       0.075564
         1;       0.039659;       0.075995
         1;       0.040650;       0.076389
         1;       0.041656;       0.076746
         1;       0.042675;       0.077064
         1;       0.043707;       0.077343
         1;       0.044749;       0.077583
         1;       0.045800;       0.077783
         1;       0.046859;       0.077943
         1;       0.047924;       0.078063
         1;       0.048993;       0.078142
         1;       0.050066;       0.078180
         1;       0.051140;       0.078178
         1;       0.052214;       0.078134
         1;       0.053286;       0.078050
         1;       0.054355;       0.077925
         1;       0.055419;       0.077759
         1;       0.056477;       0.077552
         1;       0.057527;       0.077305
         1;       0.058568;       0.077018
         1;       0.059598;       0.076692
         1;       0.060615;       0.076326
         1;       0.061619;       0.075921
         1;       0.062606;       0.075479
         1;       0.063578;       0.074998
         1;       0.064530;       0.074481
         1;       0.065463;       0.073927
         1;       0.066375;       0.073338
         1;       0.067265;       0.072714
         1;       0.068130;       0.072056
         1;       0.068971;       0.071365
         1;       0.069785;       0.070641
         1;       0.070572;       0.069887
         1;       0.071330;       0.069103
         1;       0.072058;       0.068290
         1;       0.072755;       0.067450
         1;       0.073420;       0.066583
         1;       0.074052;       0.065690
         1;       0.074650;       0.064773
         1;       0.075213;       0.063834
         1;       0.075740;       0.062873
         1;       0.076231;       0.061892
         1;       0.076684;       0.060892
         1;       0.077099;       0.059875
         1;       0.077476;       0.058842
         1;       0.077813;       0.057795
         1;       0.078110;       0.056735
         1;       0.078366;       0.055664
         1;       0.078582;       0.054583
         1;       0.078757;       0.053493
         1;       0.078890;       0.052397
         1;       0.078981;       0.051296
         1;       0.079031;       0.050192
         1;       0.079038;       0.049085
         1;       0.079003;       0.047978
         1;       0.078926;       0.046873
         1;       0.078807;       0.045771
         1;       0.078646;       0.044673
         1;       0.078443;       0.043581
         1;       0.078198;       0.042497
         1;       0.077912;       0.041422
         1;       0.077585;       0.040358
         1;       0.077218;       0.039307
         1;       0.076810;       0.038270
         1;       0.076363;       0.037248
         1;       0.075877;       0.036243
         1;       0.075353;       0.035257
         1;       0.074791;       0.034291
         1;       0.074192;       0.033346
         1;       0.073558;       0.032424
         1;       0.072888;       0.031526
         1;       0.072184;       0.030654
         1;       0.071446;       0.029808
         1;       0.070677;       0.028991
         1;       0.069876;       0.028203
         1;       0.069045;       0.027445
         1;       0.068186;       0.026719
         1;       0.067298;       0.026026
         1;       0.066385;       0.025367
         1;       0.065446;       0.024742
         1;       0.064483;       0.024154
         1;       0.063498;       0.023602
         1;       0.062492;       0.023087
         1;       0.061466;       0.022611
         1;       0.060422;       0.022174
         1;       0.059362;       0.021777
         1;       0.058286;       0.021420
         1;       0.057197;       0.021104
         1;       0.056096;       0.020830
         1;       0.054984;       0.020598
         1;       0.053863;       0.020408
         1;       0.052736;       0.020261
         1;       0.051602;       0.020156
         1;       0.050465;       0.020095
         1;       0.049325;       0.020078
         1;       0.048185;       0.020103
         1;       0.047045;       0.020172
         1;       0.045908;       0.020285
         1;       0.044776;       0.020441
         1;       0.043649;       0.020640
         1;       0.042530;       0.020882
         1;       0.041421;       0.021167
         1;       0.040322;       0.021494
         1;       0.039235;       0.021863
         1;       0.038163;       0.022273
