         1;       0.037106;       0.022724
         1;       0.036067;       0.023216
         1;       0.035046;       0.023747
         1;       0.034045;       0.024317
         1;       0.033066;       0.024925
         1;       0.032111;       0.025570
         1;       0.031179;       0.026252
         1;       0.030274;       0.026969
         1;       0.029397;       0.027721
         1;       0.028548;       0.028506
         1;       0.027728;       0.029324
         1;       0.026940;       0.030173
         1;       0.026185;       0.031051
         1;       0.025462;       0.031959
         1;       0.024775;       0.032894
         1;       0.024123;       0.033856
         1;       0.023508;       0.034842
         1;       0.022930;       0.035852
         1;       0.022391;       0.036883
         1;       0.021891;       0.037936
         1;       0.021431;       0.039007
         1;       0.021012;       0.040096
         1;       0.020635;       0.041201
         1;       0.020299;       0.042320
         1;       0.020006;       0.043452
         1;       0.019757;       0.044595
         1;       0.019551;       0.045747
         1;       0.019389;       0.046908
         1;       0.019271;       0.048075
